0,1,2,3,4,5
0.908133506556633,0.908133506556633,0.908133506556633,0.0,1.0,0.0
0.908133506556633,0.908133506556633,52.192342095844275,0.0,1.0,1.0
2.344846723454439,2.344846723454439,18.94781671348428,0.0,2.0,1.0
2.344846723454439,2.344846723454439,2.344846723454439,0.0,1.0,0.0
2.7307161964232693,2.7307161964232693,53.65687697776513,0.0,3.0,1.0
2.7307161964232693,2.7307161964232693,2.7307161964232693,0.0,1.0,0.0
3.0200989937273226,18.94781671348428,33.14325208499497,1.0,4.0,1.0
3.0200989937273226,3.0200989937273226,3.0200989937273226,0.0,1.0,0.0
3.560200726124787,3.560200726124787,7.5514844318997145,0.0,1.0,2.0
3.560200726124787,3.560200726124787,3.560200726124787,0.0,1.0,0.0
7.5514844318997145,7.5514844318997145,343.9130608248768,0.0,1.0,7.0
14.572029209718963,14.572029209718963,14.572029209718963,0.0,1.0,0.0
14.572029209718963,14.572029209718963,17.071610338284263,0.0,1.0,2.0
15.206720706321832,15.206720706321832,35.970309546855745,0.0,2.0,2.0
15.206720706321832,15.206720706321832,15.206720706321832,0.0,1.0,0.0
15.775849122466314,15.775849122466314,19.59550314821959,0.0,3.0,2.0
15.775849122466314,15.775849122466314,15.775849122466314,0.0,1.0,0.0
16.272218540196462,16.272218540196462,16.272218540196462,0.0,1.0,0.0
16.272218540196462,17.071610338284263,21.475084177095972,1.0,4.0,2.0
17.071610338284263,17.071610338284263,216.00725870952593,0.0,2.0,7.0
17.091602861731005,19.59550314821959,31.29604764000741,1.0,4.0,2.0
17.091602861731005,17.091602861731005,17.091602861731005,0.0,1.0,0.0
18.94781671348428,18.94781671348428,456.94771279427624,0.0,1.0,4.0
19.59550314821959,19.59550314821959,103.89259831966802,0.0,3.0,7.0
20.658550982698348,33.14325208499497,34.24913719566438,1.0,4.0,1.0
20.658550982698348,20.658550982698348,20.658550982698348,0.0,1.0,0.0
21.475084177095972,103.89259831966802,289.3870327679835,1.0,4.0,7.0
24.931462224860365,24.931462224860365,27.28132135555155,0.0,3.0,2.0
24.931462224860365,24.931462224860365,24.931462224860365,0.0,1.0,0.0
27.28132135555155,27.28132135555155,45.95027277217412,0.0,1.0,8.0
27.478539135340725,27.478539135340725,27.478539135340725,0.0,1.0,0.0
27.478539135340725,27.478539135340725,34.462643067232165,0.0,3.0,2.0
31.29604764000741,31.29604764000741,287.03857841276294,0.0,2.0,8.0
33.14325208499497,33.14325208499497,208.1846283142285,0.0,2.0,4.0
34.24913719566438,34.24913719566438,263.84256480041006,0.0,3.0,4.0
34.462643067232165,34.462643067232165,42.150038011557626,0.0,3.0,8.0
35.970309546855745,42.150038011557626,377.05053095084986,1.0,4.0,8.0
37.06528764212135,37.06528764212135,41.91146741369266,0.0,3.0,1.0
37.06528764212135,37.06528764212135,37.06528764212135,0.0,1.0,0.0
38.32260414327581,38.32260414327581,38.32260414327581,0.0,1.0,0.0
38.32260414327581,41.91146741369266,44.0118545048847,1.0,4.0,1.0
38.964688906875736,38.964688906875736,39.77941255075231,0.0,1.0,2.0
38.964688906875736,38.964688906875736,38.964688906875736,0.0,1.0,0.0
39.33082056613962,39.33082056613962,49.930124122054714,0.0,2.0,2.0
39.33082056613962,39.33082056613962,39.33082056613962,0.0,1.0,0.0
39.77941255075231,39.77941255075231,99.29025488442088,0.0,1.0,9.0
41.508147992540934,41.508147992540934,41.508147992540934,0.0,1.0,0.0
41.508147992540934,41.508147992540934,43.46543784755733,0.0,2.0,2.0
41.91146741369266,208.1846283142285,1133.0596489917216,1.0,4.0,4.0
42.150038011557626,42.150038011557626,131.77329936134112,0.0,1.0,25.0
42.663541730184264,44.0118545048847,45.5817268402461,1.0,4.0,1.0
42.663541730184264,42.663541730184264,42.663541730184264,0.0,1.0,0.0
43.12804818751418,43.12804818751418,61.90717139359097,0.0,3.0,2.0
43.12804818751418,43.12804818751418,43.12804818751418,0.0,1.0,0.0
43.46543784755733,45.95027277217412,460.9120867816777,1.0,4.0,8.0
44.0118545048847,44.0118545048847,484.1686884133927,0.0,1.0,5.0
45.5817268402461,45.5817268402461,200.86791105379967,0.0,2.0,5.0
45.95027277217412,45.95027277217412,195.1932546180382,0.0,2.0,25.0
49.15148782219224,49.15148782219224,49.15148782219224,0.0,1.0,0.0
49.15148782219224,49.15148782219224,51.42425918468601,0.0,3.0,1.0
49.930124122054714,287.03857841276294,988.5709980279757,1.0,4.0,8.0
50.54852469065359,51.42425918468601,65.68960898289998,1.0,4.0,1.0
50.54852469065359,50.54852469065359,50.54852469065359,0.0,1.0,0.0
51.42425918468601,51.42425918468601,545.0980372936828,0.0,3.0,5.0
52.192342095844275,200.86791105379967,1015.6171527767176,1.0,4.0,5.0
53.314486308811624,53.314486308811624,53.314486308811624,0.0,1.0,0.0
53.314486308811624,53.314486308811624,60.78289685650664,0.0,3.0,1.0
53.65687697776513,53.65687697776513,267.1249807890351,0.0,1.0,6.0
53.881439498634194,53.881439498634194,63.088532596703246,0.0,3.0,1.0
53.881439498634194,53.881439498634194,53.881439498634194,0.0,1.0,0.0
60.78289685650664,60.78289685650664,119.62974072387796,0.0,2.0,6.0
61.130996688017575,61.130996688017575,61.130996688017575,0.0,1.0,0.0
61.130996688017575,61.130996688017575,91.62156215595658,0.0,3.0,1.0
61.90717139359097,61.90717139359097,384.8369610642143,0.0,2.0,9.0
63.088532596703246,63.088532596703246,269.19841515441095,0.0,3.0,6.0
65.6725803954192,65.6725803954192,65.6725803954192,0.0,1.0,0.0
65.6725803954192,65.6725803954192,103.36130408803535,0.0,3.0,1.0
65.68960898289998,119.62974072387796,130.16567530943996,1.0,4.0,6.0
66.54936319250949,66.54936319250949,66.54936319250949,0.0,1.0,0.0
66.54936319250949,66.54936319250949,73.2490477217515,0.0,3.0,1.0
66.734623867538,66.734623867538,66.734623867538,0.0,1.0,0.0
66.734623867538,73.2490477217515,77.60403455017277,1.0,4.0,1.0
73.06897423043823,73.06897423043823,75.7772967456473,0.0,1.0,2.0
73.06897423043823,73.06897423043823,73.06897423043823,0.0,1.0,0.0
73.2490477217515,263.84256480041006,308.3550309773957,2.0,5.0,4.0
75.7772967456473,75.7772967456473,311.73573129146257,0.0,3.0,9.0
76.65554213469787,76.65554213469787,76.65554213469787,0.0,1.0,0.0
76.65554213469787,77.60403455017277,82.55991273021921,1.0,4.0,1.0
77.60403455017277,484.1686884133927,729.3110103424499,2.0,5.0,5.0
82.55991273021921,130.16567530943996,280.2940598415554,2.0,5.0,6.0
91.58076305529916,91.58076305529916,96.36513385674424,0.0,3.0,1.0
91.58076305529916,91.58076305529916,91.58076305529916,0.0,1.0,0.0
91.62156215595658,308.3550309773957,319.6742544496599,3.0,6.0,4.0
95.2268668297093,95.2268668297093,95.2268668297093,0.0,1.0,0.0
95.2268668297093,95.2268668297093,105.30885675460966,0.0,3.0,1.0
95.67328758887744,96.36513385674424,102.18848960517745,1.0,4.0,1.0
95.67328758887744,95.67328758887744,95.67328758887744,0.0,1.0,0.0
96.36513385674424,545.0980372936828,669.4680730619746,3.0,6.0,5.0
99.29025488442088,99.29025488442088,313.2153266013167,0.0,1.0,28.0
102.18848960517745,267.1249807890351,476.3922442669799,3.0,6.0,6.0
102.41443917105056,102.41443917105056,102.85732500318528,0.0,3.0,1.0
102.41443917105056,102.41443917105056,102.41443917105056,0.0,1.0,0.0
102.85732500318528,319.6742544496599,438.7752147876565,4.0,7.0,4.0
103.36130408803535,669.4680730619746,848.0640423104221,4.0,7.0,5.0
103.89259831966802,103.89259831966802,470.0128068518613,0.0,1.0,22.0
105.30885675460966,269.19841515441095,617.087227415772,4.0,7.0,6.0
108.5581205690701,108.5581205690701,108.5581205690701,0.0,1.0,0.0
108.5581205690701,108.5581205690701,111.02206108075045,0.0,1.0,1.0
111.02206108075045,438.7752147876565,491.6223489509782,5.0,8.0,4.0
113.30989422146853,113.30989422146853,120.14947699018902,0.0,1.0,1.0
113.30989422146853,113.30989422146853,113.30989422146853,0.0,1.0,0.0
114.76794700808463,114.76794700808463,137.6427978631938,0.0,2.0,1.0
114.76794700808463,114.76794700808463,114.76794700808463,0.0,1.0,0.0
119.62974072387796,119.62974072387796,131.39099747557972,0.0,1.0,19.0
120.14947699018902,280.2940598415554,320.8420959085881,4.0,7.0,6.0
120.62578042708395,120.62578042708395,120.62578042708395,0.0,1.0,0.0
120.62578042708395,120.62578042708395,130.48712149848893,0.0,2.0,1.0
124.83019106835039,124.83019106835039,124.83019106835039,0.0,1.0,0.0
124.83019106835039,124.83019106835039,159.36428239882014,0.0,3.0,1.0
130.16567530943996,130.16567530943996,133.09805838359014,0.0,2.0,19.0
130.48712149848893,320.8420959085881,624.5199373844794,4.0,7.0,6.0
137.6427978631938,729.3110103424499,756.1775179527955,5.0,8.0,5.0
140.0547770519366,140.0547770519366,140.0547770519366,0.0,1.0,0.0
140.0547770519366,140.0547770519366,151.28345230991152,0.0,2.0,1.0
142.49167033050156,142.49167033050156,151.0929139849891,0.0,3.0,1.0
142.49167033050156,142.49167033050156,142.49167033050156,0.0,1.0,0.0
143.0468522652184,143.0468522652184,143.0468522652184,0.0,1.0,0.0
143.0468522652184,151.0929139849891,187.87625146573686,1.0,4.0,1.0
143.18997768616052,143.18997768616052,167.09187800445272,0.0,1.0,2.0
143.18997768616052,143.18997768616052,143.18997768616052,0.0,1.0,0.0
145.1265699585754,145.1265699585754,150.7414367031553,0.0,2.0,2.0
145.1265699585754,145.1265699585754,145.1265699585754,0.0,1.0,0.0
147.09305670911888,147.09305670911888,147.09305670911888,0.0,1.0,0.0
147.09305670911888,147.09305670911888,147.56149707883543,0.0,3.0,2.0
147.56149707883543,216.00725870952593,390.92958014363,1.0,4.0,7.0
148.90471897337815,148.90471897337815,187.14862158522754,0.0,3.0,2.0
148.90471897337815,148.90471897337815,148.90471897337815,0.0,1.0,0.0
150.7414367031553,150.7414367031553,453.97545742188026,0.0,3.0,9.0
151.0929139849891,476.3922442669799,687.178577182701,5.0,8.0,6.0
