0,1,2,3
1.0,5969.4901448317405,6489.34413699024,6494.248597416904
3.0,5970.720105639486,5981.17572590911,5991.12887657631
3.0,5970.752794956635,5982.34521867247,5996.293598520447
4.0,5972.791014840367,6077.004195372184,6089.418182385486
3.0,5974.63488738145,5991.12887657631,5992.737115879197
0.0,5976.202207764966,5976.202207764966,5977.527075458305
1.0,5977.527075458305,6494.248597416904,6527.276505195599
0.0,5977.720942421469,5977.720942421469,5978.0628740603015
1.0,5978.0628740603015,6494.403833210464,6503.334457744117
4.0,5978.659672883199,6089.418182385486,6127.735738732358
3.0,5978.778556830503,5992.737115879197,6024.056236807776
0.0,5979.436073445689,5979.436073445689,5979.717531218682
1.0,5979.717531218682,6497.725606114787,6504.58950353253
3.0,5979.997749106892,5996.293598520447,6003.113426976687
4.0,5980.65306176206,6091.837547316184,6094.7377894577585
4.0,5981.17572590911,6094.7377894577585,6130.819030187091
0.0,5981.754333730582,5981.754333730582,5982.420870107936
2.0,5981.843505375467,6455.8074830546175,6455.9286511928785
4.0,5982.34521867247,6127.735738732358,6135.452958224379
1.0,5982.420870107936,6503.334457744117,6525.1016764718115
0.0,5982.649350134881,5982.649350134881,5982.703006638673
1.0,5982.703006638673,6504.58950353253,6516.553713452648
0.0,5986.789842414749,5986.789842414749,5988.073358884834
1.0,5988.073358884834,6516.553713452648,6533.889900476068
2.0,5988.195336563409,6455.9286511928785,6464.263550899855
3.0,5988.4711637160435,6003.113426976687,6014.531148259433
2.0,5988.530797838954,6456.000013681459,6460.1205976573465
3.0,5990.6989028979515,6007.859796476323,6078.66682126376
4.0,5991.12887657631,6130.819030187091,6144.045166030283
0.0,5991.218219584439,5991.218219584439,5993.446317842857
0.0,5991.637303827774,5993.446317842857,5994.072304620232
3.0,5992.699402874842,6014.531148259433,6014.780421994276
4.0,5992.737115879197,6135.452958224379,6153.481774612644
1.0,5993.446317842857,6525.1016764718115,6541.586535262904
2.0,5993.957749150607,6460.1205976573465,6468.322478742774
1.0,5994.072304620232,6527.276505195599,6546.9856208089295
4.0,5996.293598520447,6136.342919717447,6140.909009072508
3.0,5997.614180860177,6014.780421994276,6019.3763383317955
0.0,5999.212846976668,5999.212846976668,5999.8058278526205
1.0,5999.8058278526205,6533.889900476068,6541.643801178674
0.0,6001.550867147874,6001.550867147874,6001.691281854643
1.0,6001.691281854643,6541.586535262904,6542.510750632808
3.0,6001.847018687154,6019.3763383317955,6053.159728467006
4.0,6003.113426976687,6140.909009072508,6145.502050331289
2.0,6003.333388217506,6464.263550899855,6480.466377686657
0.0,6004.418054861545,6004.418054861545,6005.027920000231
1.0,6005.027920000231,6541.643801178674,6566.258715833204
0.0,6005.371963678714,6005.371963678714,6005.742343713162
2.0,6005.558801336648,6468.322478742774,6471.796435090649
1.0,6005.742343713162,6542.510750632808,6550.167856584004
0.0,6006.949715144124,6006.949715144124,6007.295876679858
2.0,6007.0037305554915,6471.796435090649,6479.601670332773
1.0,6007.295876679858,6546.9856208089295,6556.955333653636
4.0,6007.859796476323,6144.045166030283,6162.002143717514
2.0,6008.012013601257,6479.601670332773,6480.684744538962
2.0,6012.088424737937,6480.466377686657,6482.252006376212
0.0,6013.605551456401,6013.605551456401,6013.62838040166
1.0,6013.62838040166,6550.167856584004,6567.783797363304
2.0,6013.9470628516465,6480.684744538962,6486.162442226183
4.0,6014.531148259433,6145.502050331289,6147.5024984267175
4.0,6014.780421994276,6147.5024984267175,6147.688099102307
2.0,6017.639530878895,6482.132458599511,6514.49382304206
3.0,6017.669025334287,6024.056236807776,6026.8633188615395
3.0,6017.863821702924,6026.8633188615395,6045.570540128277
3.0,6017.994477165087,6045.570540128277,6060.128586128956
3.0,6018.126126085348,6053.159728467006,6055.605066576866
4.0,6019.3763383317955,6147.688099102307,6158.435380760973
3.0,6019.847481816361,6055.605066576866,6067.495787651065
0.0,6021.2190562591395,6021.2190562591395,6021.501945044728
1.0,6021.501945044728,6556.955333653636,6564.138312839466
3.0,6021.678697927981,6060.128586128956,6064.310491038857
3.0,6022.555434267544,6064.310491038857,6080.6892558280115
4.0,6024.056236807776,6153.481774612644,6153.887770530107
4.0,6026.8633188615395,6153.887770530107,6159.259626588323
2.0,6027.488464751827,6482.252006376212,6489.790731657628
0.0,6031.106632491325,6031.106632491325,6031.4688716749215
1.0,6031.4688716749215,6564.138312839466,6575.918969659461
0.0,6032.719473656391,6032.719473656391,6032.971222414087
1.0,6032.971222414087,6566.258715833204,6582.110090861109
2.0,6034.868154678468,6486.162442226183,6503.038961192166
0.0,6035.028112368951,6035.028112368951,6035.372774967191
2.0,6035.03497194534,6489.790731657628,6509.597151971454
1.0,6035.372774967191,6567.783797363304,6579.52715056141
3.0,6035.750364275642,6067.495787651065,6103.154333652458
0.0,6036.526105462252,6036.526105462252,6036.858156275458
1.0,6036.858156275458,6575.918969659461,6608.359270009761
3.0,6037.952323479583,6078.66682126376,6115.029369220038
2.0,6038.807630101322,6503.038961192166,6522.855062612471
2.0,6040.049547557428,6509.597151971454,6515.868080866093
0.0,6040.395689199186,6040.395689199186,6040.975569305569
1.0,6040.975569305569,6579.52715056141,6583.480463860635
3.0,6041.733280637621,6080.6892558280115,6093.032259195694
3.0,6042.8133091176005,6093.032259195694,6095.31052778342
0.0,6042.9518437500465,6042.9518437500465,6045.292198412722
1.0,6045.292198412722,6582.110090861109,6595.769669805871
4.0,6045.570540128277,6158.435380760973,6170.936144971123
3.0,6048.765697151053,6095.31052778342,6131.136243842723
3.0,6049.176633452525,6103.154333652458,6105.089266535811
2.0,6049.2971108693555,6514.49382304206,6524.631614198064
0.0,6049.622607576452,6049.622607576452,6050.196932056402
1.0,6050.196932056402,6583.480463860635,6594.0310932507045
0.0,6051.349804696367,6051.349804696367,6051.793169699733
0.0,6051.513366054037,6051.793169699733,6052.591638688802
2.0,6051.742161913247,6515.868080866093,6552.8644369222875
1.0,6051.793169699733,6594.0310932507045,6601.63564830207
3.0,6052.2386023478575,6105.089266535811,6107.747131390359
1.0,6052.591638688802,6595.769669805871,6623.641329092397
4.0,6053.159728467006,6159.259626588323,6190.688240252529
3.0,6053.292924558729,6107.747131390359,6153.174474429926
3.0,6053.4681230924625,6115.029369220038,6146.411228424778
4.0,6055.605066576866,6162.002143717514,6173.046144427688
4.0,6060.128586128956,6170.936144971123,6234.833825356476
4.0,6064.310491038857,6173.046144427688,6189.107277872621
0.0,6065.082532344884,6065.082532344884,6066.004832238783
2.0,6065.882536714965,6522.855062612471,6555.491869554017
1.0,6066.004832238783,6601.63564830207,6601.9226498875205
2.0,6066.853865648449,6524.631614198064,6531.110124769022
2.0,6066.8774836536995,6531.110124769022,6533.608436039652
2.0,6066.981329561105,6533.608436039652,6536.339269301897
4.0,6067.495787651065,6189.107277872621,6204.801320545096
0.0,6070.7727938208,6070.7727938208,6071.89096973028
1.0,6071.89096973028,6601.9226498875205,6615.762263934119
3.0,6072.423210813577,6131.136243842723,6131.734984088316
0.0,6072.875818560762,6072.875818560762,6075.538959794611
3.0,6073.039802136007,6131.734984088316,6144.654512542929
1.0,6075.538959794611,6608.359270009761,6625.659209536354
3.0,6076.30487414894,6144.654512542929,6155.810187735552
4.0,6078.66682126376,6190.688240252529,6216.644462722155
4.0,6080.6892558280115,6204.801320545096,6215.29934211431
3.0,6080.736153898887,6146.411228424778,6149.916312235754
3.0,6081.243851763747,6149.916312235754,6176.520852295423
0.0,6084.47302598503,6084.47302598503,6085.121252793709
1.0,6085.121252793709,6615.762263934119,6624.1100539276895
3.0,6086.109196151184,6153.174474429926,6167.537136559928
3.0,6088.332858037803,6155.810187735552,6173.389795264167
2.0,6090.415181784995,6536.339269301897,6552.741205323927
3.0,6092.113603413646,6167.537136559928,6200.848245147432
4.0,6093.032259195694,6215.29934211431,6216.1436408074205
3.0,6093.913180768425,6173.389795264167,6195.57403458903
3.0,6094.499665931217,6176.520852295423,6183.3726953634705
4.0,6095.31052778342,6216.1436408074205,6249.430548536401
2.0,6097.3714773950815,6552.741205323927,6561.033661045269
3.0,6097.720462830165,6183.3726953634705,6187.302275704829
2.0,6102.8774649996485,6552.8644369222875,6576.769881905177
4.0,6103.154333652458,6216.644462722155,6237.393823146938
0.0,6103.705873300343,6103.705873300343,6104.8826248610185
1.0,6104.8826248610185,6623.641329092397,6636.834888948592
4.0,6105.089266535811,6234.833825356476,6247.907286752346
0.0,6105.112516603979,6105.112516603979,6105.469428980896
3.0,6105.366938222624,6187.302275704829,6231.4641880496065
1.0,6105.469428980896,6624.1100539276895,6624.85859320519
0.0,6105.486864557181,6105.486864557181,6106.804651893393
2.0,6106.612270246053,6555.491869554017,6584.40064636153
1.0,6106.804651893393,6624.85859320519,6632.583456658029
2.0,6106.922435354261,6561.033661045269,6622.831034280465
3.0,6107.619662520945,6195.57403458903,6197.473336772065
4.0,6107.747131390359,6237.393823146938,6262.174493395443
0.0,6110.42845163571,6110.42845163571,6114.347365772051
3.0,6111.348718849959,6197.473336772065,6222.324170957209
2.0,6111.538915139443,6576.769881905177,6622.54707685652
2.0,6112.305789140793,6584.40064636153,6601.824681030963
1.0,6114.347365772051,6625.659209536354,6636.990788699893
0.0,6115.026804182372,6115.026804182372,6115.403202563144
4.0,6115.029369220038,6247.907286752346,6263.692759897675
1.0,6115.403202563144,6632.583456658029,6649.592410016981
2.0,6116.241007443384,6601.824681030963,6606.727680077568
0.0,6116.857169736886,6116.857169736886,6121.298341303728
0.0,6118.676074761548,6121.298341303728,6121.978577227553
1.0,6121.298341303728,6636.834888948592,6637.23618786891
1.0,6121.978577227553,6636.990788699893,6637.3485266598045
2.0,6122.2839024334,6606.727680077568,6641.875261142442
2.0,6124.391393256412,6622.54707685652,6626.101569379872
2.0,6126.240557120259,6622.831034280465,6626.439235579253
3.0,6127.120336285607,6200.848245147432,6200.919734625796
2.0,6130.000782355868,6626.101569379872,6701.758364674239
3.0,6130.3630736811765,6200.919734625796,6213.771102136933
2.0,6130.673199956487,6626.439235579253,6629.027703881426
2.0,6130.8271192847105,6629.027703881426,6630.728172904279
4.0,6131.136243842723,6249.430548536401,6277.7238291318445
4.0,6131.734984088316,6262.174493395443,6283.636898577074
3.0,6131.786793722511,6213.771102136933,6224.828525783663
3.0,6135.110849425296,6222.324170957209,6230.274513773183
3.0,6135.873079510147,6224.828525783663,6246.532623487229
2.0,6135.977597464778,6630.728172904279,6635.693599412346
0.0,6137.748909059897,6137.748909059897,6138.2648156414525
1.0,6138.2648156414525,6637.23618786891,6650.060715328539
3.0,6138.7226822846,6230.274513773183,6242.353694027312
4.0,6144.654512542929,6263.692759897675,6271.793708994387
0.0,6145.296074847257,6145.296074847257,6147.562255098279
4.0,6146.411228424778,6271.793708994387,6281.561445012359
0.0,6147.368746230816,6147.562255098279,6148.569131003672
1.0,6147.562255098279,6637.3485266598045,6638.403062037634
0.0,6148.071283327065,6148.569131003672,6149.614720835947
1.0,6148.569131003672,6638.403062037634,6647.417003249267
0.0,6148.741554987048,6149.614720835947,6151.8007263354675
1.0,6149.614720835947,6647.417003249267,6648.333211883039
4.0,6149.916312235754,6277.7238291318445,6287.529129527837
1.0,6151.8007263354675,6648.333211883039,6716.548272199985
4.0,6153.174474429926,6281.561445012359,6298.417365705146
4.0,6155.810187735552,6283.636898577074,6283.931469756781
3.0,6156.158741232877,6231.4641880496065,6286.453486776304
3.0,6158.572754066307,6242.353694027312,6248.961487771497
3.0,6159.162340102176,6246.532623487229,6262.9141325648525
2.0,6161.339885609587,6635.693599412346,6657.709242094483
3.0,6162.913461362569,6248.961487771497,6272.649377828327
0.0,6163.26172563278,6163.26172563278,6164.2224795465845
0.0,6163.4194254640515,6164.2224795465845,6165.090979340716
1.0,6164.2224795465845,6649.592410016981,6661.28769163532
0.0,6164.595156125273,6165.090979340716,6165.444477631287
1.0,6165.090979340716,6650.060715328539,6656.901886091594
3.0,6165.186019733264,6262.9141325648525,6287.55190474556
1.0,6165.444477631287,6656.901886091594,6659.077375493255
0.0,6167.496095643193,6167.496095643193,6169.0633629333915
4.0,6167.537136559928,6283.931469756781,6284.825685692646
1.0,6169.0633629333915,6659.077375493255,6665.532935601414
0.0,6169.47311093397,6169.47311093397,6169.891551001772
1.0,6169.891551001772,6661.28769163532,6664.127164565005
2.0,6170.137095598032,6641.875261142442,6669.140165883922
0.0,6170.906901727758,6170.906901727758,6171.9866879276315
1.0,6171.9866879276315,6664.127164565005,6665.534784333629
3.0,6172.019010581107,6272.649377828327,6284.052128065766
3.0,6172.397664228727,6284.052128065766,6285.756887984067
3.0,6172.914040901628,6285.756887984067,6293.013301107539
4.0,6173.389795264167,6284.825685692646,6286.40825139654
3.0,6173.4800277099275,6286.453486776304,6312.1283384286135
2.0,6175.72416155426,6657.709242094483,6669.8321606894015
4.0,6176.520852295423,6286.40825139654,6292.796497644936
0.0,6177.4636273402175,6177.4636273402175,6177.5115852182425
1.0,6177.5115852182425,6665.532935601414,6672.694220573219
2.0,6177.7802435405565,6669.140165883922,6684.777024385572
2.0,6178.278739207414,6669.8321606894015,6673.075621162187
3.0,6179.31708329725,6287.55190474556,6295.63792833643
2.0,6180.835431678408,6673.075621162187,6685.149426437905
4.0,6183.3726953634705,6287.529129527837,6294.479843359084
0.0,6185.083561969179,6185.083561969179,6188.8442462137355
2.0,6185.119955096787,6684.777024385572,6700.866100274161
0.0,6185.702145976531,6188.8442462137355,6189.633970495231
4.0,6187.302275704829,6292.796497644936,6312.2734361207595
2.0,6187.762061248372,6685.149426437905,6685.181553631627
1.0,6188.8442462137355,6665.534784333629,6666.857034194108
1.0,6189.633970495231,6666.857034194108,6679.345416609785
2.0,6194.012645481203,6685.181553631627,6692.814530453845
4.0,6195.57403458903,6294.479843359084,6375.098657312395
2.0,6195.719823738672,6692.814530453845,6706.735619775548
4.0,6197.473336772065,6298.417365705146,6321.355689969
0.0,6198.775080820282,6198.775080820282,6199.000976530843
1.0,6199.000976530843,6672.694220573219,6676.582502342772
2.0,6200.412497588189,6700.866100274161,6719.922486843299
4.0,6200.848245147432,6312.2734361207595,6312.701076713674
4.0,6200.919734625796,6312.701076713674,6372.031210191587
3.0,6202.085031318704,6293.013301107539,6325.955758358163
0.0,6206.296619175011,6206.296619175011,6206.679260678802
2.0,6206.430787900402,6701.758364674239,6705.824322269738
1.0,6206.679260678802,6676.582502342772,6735.353901368374
3.0,6207.224514507351,6295.63792833643,6331.166325286463
2.0,6208.158863777019,6705.824322269738,6706.4507143392875
0.0,6208.881933310238,6208.881933310238,6211.2045039758195
3.0,6209.50914427525,6312.1283384286135,6331.603606040736
3.0,6210.8111393664685,6325.955758358163,6351.719443271233
1.0,6211.2045039758195,6679.345416609785,6681.642490954454
2.0,6212.70745756307,6706.4507143392875,6729.863027412329
4.0,6213.771102136933,6321.355689969,6326.800612986562
3.0,6214.379528933059,6331.166325286463,6338.9183579755745
0.0,6215.423376540915,6215.423376540915,6215.726456602018
1.0,6215.726456602018,6681.642490954454,6719.309938640689
0.0,6218.440379903004,6218.440379903004,6218.957247913852
1.0,6218.957247913852,6716.548272199985,6717.56073320136
0.0,6219.150999581501,6219.150999581501,6222.550459614535
3.0,6221.626422225806,6331.603606040736,6351.3795674473695
4.0,6222.324170957209,6326.800612986562,6358.37990602891
1.0,6222.550459614535,6717.56073320136,6725.541856484873
2.0,6223.747386762445,6706.735619775548,6713.858950038411
2.0,6224.770015660204,6713.858950038411,6730.582098487236
4.0,6224.828525783663,6358.37990602891,6382.3982111317455
2.0,6225.24833258876,6719.922486843299,6741.1182953671105
3.0,6226.185225804113,6338.9183579755745,6350.970976770776
3.0,6226.460640305332,6350.970976770776,6351.266642114046
0.0,6226.624201813461,6226.624201813461,6227.034034394023
1.0,6227.034034394023,6719.309938640689,6733.543956130021
3.0,6229.147864163396,6351.266642114046,6358.2806697404
3.0,6230.226431919653,6351.3795674473695,6385.821694719192
4.0,6230.274513773183,6372.031210191587,6374.9350502273255
2.0,6231.020689842912,6729.863027412329,6736.8047111258375
4.0,6231.4641880496065,6374.9350502273255,6379.49101685086
0.0,6231.494883766298,6231.494883766298,6231.939426570753
1.0,6231.939426570753,6725.541856484873,6736.973852559338
2.0,6232.479071984971,6730.582098487236,6732.407693267323
2.0,6233.617145732518,6732.407693267323,6743.502558781018
2.0,6237.445595968398,6736.8047111258375,6738.366077617876
2.0,6240.833699546217,6738.366077617876,6766.265479703619
3.0,6240.943181602839,6351.719443271233,6354.401732121844
2.0,6241.192962964312,6741.1182953671105,6762.587912045282
4.0,6242.353694027312,6375.098657312395,6378.661205129001
0.0,6243.095128126352,6243.095128126352,6243.175230449203
1.0,6243.175230449203,6733.543956130021,6759.190056197013
3.0,6244.880744533521,6354.401732121844,6362.381063507259
2.0,6245.972052885739,6743.502558781018,6746.439769594818
2.0,6246.090039517291,6746.439769594818,6753.00324893234
4.0,6246.532623487229,6378.661205129001,6408.137114474419
0.0,6248.12352483482,6248.12352483482,6248.243715836394
1.0,6248.243715836394,6735.353901368374,6744.85614158167
2.0,6248.370444437907,6753.00324893234,6774.685631052218
4.0,6248.961487771497,6379.49101685086,6384.900411745009
0.0,6250.528864667152,6250.528864667152,6251.220566709386
2.0,6251.164111357562,6762.587912045282,6846.321335761775
1.0,6251.220566709386,6736.973852559338,6748.51715039207
0.0,6252.2128365838025,6252.2128365838025,6252.5063888594705
1.0,6252.5063888594705,6744.85614158167,6806.517803558148
3.0,6252.957277425525,6358.2806697404,6370.425680941223
2.0,6256.437616425712,6766.265479703619,6791.412742395542
3.0,6258.531675361864,6362.381063507259,6369.645094759727
0.0,6259.227424729922,6259.227424729922,6259.3271036495435
1.0,6259.3271036495435,6748.51715039207,6749.0442068392895
4.0,6262.9141325648525,6382.3982111317455,6388.680436907161
3.0,6263.539026295226,6369.645094759727,6375.286179493178
0.0,6264.082798427282,6264.082798427282,6264.449324981993
1.0,6264.449324981993,6749.0442068392895,6749.193126448883
3.0,6267.097892779917,6370.425680941223,6377.239216145909
0.0,6270.927649061528,6270.927649061528,6274.6935905239225
0.0,6271.420301056897,6274.6935905239225,6276.3937192465855
0.0,6271.731099190362,6276.3937192465855,6276.914272371347
2.0,6272.451169108914,6774.685631052218,6800.184665455107
4.0,6272.649377828327,6384.900411745009,6392.482644721258
1.0,6274.6935905239225,6749.193126448883,6780.200782843421
3.0,6275.982816025252,6375.286179493178,6383.847797431351
1.0,6276.3937192465855,6759.190056197013,6771.646728319188
1.0,6276.914272371347,6771.646728319188,6799.305406019958
2.0,6278.1383605212295,6791.412742395542,6797.853567009069
0.0,6280.7644853557995,6280.7644853557995,6281.022797980127
1.0,6281.022797980127,6780.200782843421,6782.054438536196
4.0,6284.052128065766,6388.680436907161,6408.957457754048
0.0,6284.276354599902,6284.276354599902,6286.388490075771
4.0,6285.756887984067,6392.482644721258,6416.4750436082595
1.0,6286.388490075771,6782.054438536196,6785.10238243035
4.0,6286.453486776304,6408.137114474419,6417.4502698884435
4.0,6287.55190474556,6408.957457754048,6413.067922564869
3.0,6287.641597621104,6377.239216145909,6392.173182522138
2.0,6291.401444148321,6797.853567009069,6804.35467455378
2.0,6291.410434726992,6800.184665455107,6808.7235182972445
4.0,6293.013301107539,6413.067922564869,6413.87975997575
2.0,6293.378456760541,6804.35467455378,6867.310046307826
2.0,6293.402367640239,6808.7235182972445,6825.379363402184
4.0,6295.63792833643,6413.87975997575,6417.695403782278
3.0,6299.573430094669,6383.847797431351,6389.622569293646
3.0,6300.126413431759,6385.821694719192,6391.8010260861365
2.0,6301.1845924868285,6825.379363402184,6845.418206296761
3.0,6302.319948364349,6389.622569293646,6390.386538563326
3.0,6302.590503698971,6390.386538563326,6472.353948071656
3.0,6304.024694218269,6391.8010260861365,6413.657441921304
3.0,6304.401845830816,6392.173182522138,6395.468184645041
0.0,6304.435022059076,6304.435022059076,6304.988213131714
0.0,6304.457740802626,6304.988213131714,6308.031558433751
1.0,6304.988213131714,6785.10238243035,6804.218435895366
0.0,6305.192293212802,6308.031558433751,6310.49416579269
1.0,6308.031558433751,6799.305406019958,6804.0408331680555
3.0,6309.14810686321,6395.468184645041,6454.713209751569
0.0,6309.674903988092,6310.49416579269,6311.119616429754
1.0,6310.49416579269,6804.0408331680555,6810.2955596363
0.0,6310.744842109824,6311.119616429754,6312.155695632076
1.0,6311.119616429754,6804.218435895366,6810.541686251376
4.0,6312.1283384286135,6416.4750436082595,6433.333203808301
1.0,6312.155695632076,6806.517803558148,6837.603838939914
0.0,6313.075263718129,6313.075263718129,6313.165306049274
1.0,6313.165306049274,6810.2955596363,6846.209524884899
2.0,6316.5478709826075,6845.418206296761,6858.7340161352695
0.0,6317.598557263034,6317.598557263034,6318.542151446892
0.0,6317.9495274677165,6318.542151446892,6318.573930139897
1.0,6318.542151446892,6810.541686251376,6820.534231094931
1.0,6318.573930139897,6820.534231094931,6821.052589182832
0.0,6320.833105827805,6320.833105827805,6320.9948298363315
1.0,6320.9948298363315,6821.052589182832,6825.705717424231
0.0,6322.650496075703,6322.650496075703,6324.091130774676
2.0,6323.947794848779,6846.321335761775,6869.111905788069
1.0,6324.091130774676,6825.705717424231,6877.61173811425
2.0,6324.621009420965,6858.7340161352695,6861.078421280739
4.0,6325.955758358163,6417.4502698884435,6419.82359355958
2.0,6328.158991024819,6861.078421280739,6876.012625956758
2.0,6328.605346611446,6867.310046307826,6889.911279886631
3.0,6329.616856935318,6413.657441921304,6415.774983318087
4.0,6331.166325286463,6417.695403782278,6425.50927484708
4.0,6331.603606040736,6419.82359355958,6437.571940660426
3.0,6331.737888055883,6415.774983318087,6469.504851012567
3.0,6332.2837911291945,6454.713209751569,6460.602657714014
0.0,6333.631319011879,6333.631319011879,6333.724448578659
1.0,6333.724448578659,6837.603838939914,6845.817883088164
2.0,6333.895962769074,6869.111905788069,6892.419099192974
0.0,6336.513641436371,6336.513641436371,6336.8487301907
1.0,6336.8487301907,6845.817883088164,6854.8675057356495
4.0,6338.9183579755745,6425.50927484708,6426.4993211039755
3.0,6343.742391426403,6460.602657714014,6466.297494513379
0.0,6345.08335427055,6345.08335427055,6345.756990511593
1.0,6345.756990511593,6846.209524884899,6861.939335604085
3.0,6346.037668775577,6466.297494513379,6481.23403403254
0.0,6348.280287764685,6348.280287764685,6348.4864217617005
1.0,6348.4864217617005,6854.8675057356495,6874.196678320141
3.0,6348.518115552292,6469.504851012567,6474.723360892611
3.0,6348.859063281218,6472.353948071656,6488.016518931364
4.0,6350.970976770776,6426.4993211039755,6435.188034285768
4.0,6351.266642114046,6433.333203808301,6459.7427081026035
4.0,6351.3795674473695,6435.188034285768,6441.914990871127
4.0,6351.719443271233,6437.571940660426,6444.126756066245
3.0,6351.812432918698,6474.723360892611,6478.841512982876
3.0,6351.9204557960165,6478.841512982876,6480.336553566545
3.0,6352.336550090227,6480.336553566545,6481.881966058799
2.0,6353.123184664564,6876.012625956758,6882.2930616536805
