0,1,2,3,4,5
2.6545196500114616,2.6545196500114616,2.6545196500114616,0.0,1.0,0.0
2.6545196500114616,2.6545196500114616,3.1210956050498098,0.0,1.0,1.0
2.805255147603359,2.805255147603359,2.805255147603359,0.0,1.0,0.0
2.805255147603359,3.1210956050498098,3.5481642202484958,1.0,2.0,1.0
3.1210956050498098,3.1210956050498098,3.1589250057293894,0.0,1.0,2.0
3.5481642202484958,3.5481642202484958,5.322912305240658,0.0,1.0,2.0
5.652653259399759,5.652653259399759,5.652653259399759,0.0,1.0,0.0
5.652653259399759,5.652653259399759,6.037421091089002,0.0,1.0,1.0
6.037421091089002,6.037421091089002,16.030477477495403,0.0,1.0,2.0
13.097098392105753,13.097098392105753,13.097098392105753,0.0,1.0,0.0
13.097098392105753,13.097098392105753,14.090888607641322,0.0,1.0,1.0
13.178157588397145,13.178157588397145,13.178157588397145,0.0,1.0,0.0
13.178157588397145,14.090888607641322,15.463584792439185,1.0,2.0,1.0
14.090888607641322,16.030477477495403,22.73366815628136,1.0,2.0,2.0
15.463584792439185,22.73366815628136,27.716080295465794,2.0,3.0,2.0
18.353142233793953,18.353142233793953,18.353142233793953,0.0,1.0,0.0
18.353142233793953,18.353142233793953,18.63680399984092,0.0,1.0,1.0
18.63680399984092,27.716080295465794,29.285774672364557,2.0,3.0,2.0
28.114433293214084,28.114433293214084,28.114433293214084,0.0,1.0,0.0
28.114433293214084,28.114433293214084,30.62222070018941,0.0,1.0,1.0
28.925285836354778,28.925285836354778,28.925285836354778,0.0,1.0,0.0
28.925285836354778,30.62222070018941,30.69255464565109,1.0,2.0,1.0
30.62222070018941,30.62222070018941,35.25675383064569,0.0,1.0,2.0
30.69255464565109,35.25675383064569,39.81580387390035,1.0,2.0,2.0
32.674601605599015,32.674601605599015,32.77857776792171,0.0,1.0,1.0
32.674601605599015,32.674601605599015,32.674601605599015,0.0,1.0,0.0
32.77857776792171,39.81580387390035,48.126743923939365,2.0,3.0,2.0
34.66122335933297,34.66122335933297,37.26483894640995,0.0,1.0,1.0
34.66122335933297,34.66122335933297,34.66122335933297,0.0,1.0,0.0
35.36566921163252,37.26483894640995,39.09560025774159,1.0,2.0,1.0
35.36566921163252,35.36566921163252,35.36566921163252,0.0,1.0,0.0
37.26483894640995,48.126743923939365,48.713133344719274,2.0,3.0,2.0
38.077460422562496,39.09560025774159,39.307457809549085,1.0,2.0,1.0
38.077460422562496,38.077460422562496,38.077460422562496,0.0,1.0,0.0
